institution_key,institution_name,ror,country,n_papers,n_authors,first_use,last_use
"name:department of psychology, college of natural and health sciences, zayed university, abu dhabi, uae","Department of Psychology, College of Natural and Health Sciences, Zayed University, Abu Dhabi, UAE.",,,1,1,2025-11-05,2026-02-21
"name:department of psychology, college of science, national taiwan university, taipei 10617, taiwan","Department of Psychology, College of Science, National Taiwan University, Taipei 10617, Taiwan.",,,1,5,2021-10-28,2021-10-28
"name:department of psychology, huron university college, london, on, canada","Department of Psychology, Huron University College, London, ON, Canada.",,,1,1,2020-12-28,2020-12-28
"name:department of psychology, korea army academy at yeongcheon, gyeongsangbuk-do, republic of korea","Department of Psychology, Korea Army Academy at Yeongcheon, Gyeongsangbuk-do, Republic of Korea.",,,1,1,2024-09-09,2024-09-09
"name:department of psychology, linnaeus university, växjö, sweden","Department of Psychology, Linnaeus University, Växjö, Sweden.",,,1,1,2020-08-31,2020-08-31
"name:department of psychology, ludwig-maximilians university, munich, germany","Department of Psychology, Ludwig-Maximilians University, Munich, Germany.",,,1,5,2020-08-31,2020-08-31
"name:department of psychology, lund university, lund, sweden","Department of Psychology, Lund University, Lund, Sweden.",,,1,2,2020-08-31,2020-08-31
"name:department of psychology, michigan state university, east lansing, michigan, usa","Department of Psychology, Michigan State University, East Lansing, Michigan, USA.",,,1,1,2025-03-07,2025-03-07
"name:department of psychology, national taiwan university, taipei, taiwan","Department of Psychology, National Taiwan University, Taipei, Taiwan.",,,1,1,2018-12-16,2021-04-23
"name:department of psychology, neuroscience institute, the university of chicago, chicago, illinois, united states of america","Department of Psychology, Neuroscience Institute, The University of Chicago, Chicago, Illinois, United States of America.",,,1,5,2025-04-11,2025-04-11
"name:department of psychology, nottingham trent university, nottingham, uk","Department of Psychology, Nottingham Trent University, Nottingham, UK.",,,1,1,2022-05-26,2023-01-13
"name:department of psychology, nottingham trent university, uk","Department of Psychology, Nottingham Trent University, UK",,,1,1,2022-05-26,2023-01-13
"name:department of psychology, princeton university","Department of Psychology, Princeton University.",,,1,2,2025-12-30,2025-12-30
"name:department of psychology, rutgers center for cognitive science, rutgers university, new brunswick","Department of Psychology, Rutgers Center for Cognitive Science, Rutgers University, New Brunswick.",,,1,1,2026-01-26,2026-01-26
"name:department of psychology, stanford university, 450 jane stanford way, building 420, stanford, ca 94305, usa","Department of Psychology, Stanford University, 450 Jane Stanford Way, Building 420, Stanford, CA 94305, USA.",,,1,2,2021-03-17,2021-03-17
"name:department of psychology, stony brook university, stony brook, ny 11794, usa","Department of Psychology, Stony Brook University, Stony Brook, NY 11794, USA.",,,1,2,2023-05-19,2023-05-19
"name:department of psychology, suny old westbury, old westbury, ny 11568, usa","Department of Psychology, SUNY Old Westbury, Old Westbury, NY 11568, USA.",,,1,1,2023-05-19,2023-05-19
"name:department of psychology, the university of chicago, chicago, il, united states of america","Department of Psychology, The University of Chicago, Chicago, IL, United States of America.",,,1,4,2020-12-28,2020-12-28
"name:department of psychology, university of california, los angeles, california, united states of america","Department of Psychology, University of California, Los Angeles, California, United States of America.",,,1,4,2020-12-21,2020-12-21
"name:department of psychology, university of california, los angeles, los angeles, ca, united states","Department of Psychology, University of California, Los Angeles, Los Angeles, CA, United States.",,,1,3,2018-12-04,2018-12-04
"name:department of psychology, university of california, san diego, la jolla, ca, usa","Department of Psychology, University of California, San Diego, La Jolla, CA, USA.",,,1,2,2026-04-01,2026-04-01
"name:department of psychology, university of chicago","Department of Psychology, University of Chicago.",,,1,1,2026-01-26,2026-01-26
"name:department of psychology, university of hong kong, hong kong, hong kong","Department of Psychology, University of Hong Kong, Hong Kong, Hong Kong.",,,1,1,2018-12-04,2018-12-04
"name:department of psychology, university of hong kong, pok fu lam, hong kong","Department of Psychology, University of Hong Kong, Pok Fu Lam, Hong Kong.",,,1,1,2020-12-21,2020-12-21
"name:department of psychology, university of lorraine, nancy, france","Department of Psychology, University of Lorraine, Nancy, France.",,,1,1,2020-08-31,2020-08-31
"name:department of psychology, university of minnesota","Department of Psychology, University of Minnesota.",,,1,1,2025-12-04,2025-12-04
"name:department of psychology, vanderbilt university, 2301 vanderbilt place, nashville, tn 37240, usa","Department of Psychology, Vanderbilt University, 2301 Vanderbilt Place, Nashville, TN 37240, USA.",,,1,1,2021-03-17,2021-03-17
"name:department of psychology, yale university, new haven, connecticut, united states of america","Department of Psychology, Yale University, New Haven, Connecticut, United States of America.",,,1,1,2025-04-11,2025-04-11
"name:department of psychology, yale university, new haven, ct 06511, usa","Department of Psychology, Yale University, New Haven, CT 06511, USA.",,,1,1,2018-12-16,2021-04-23
"name:department of sports medicine, faculty of medicine, dokuz eylül university, izmir, turkey","Department of Sports Medicine, Faculty of Medicine, Dokuz Eylül University, Izmir, Turkey.",,,1,1,2025-03-07,2025-03-07
"name:division of humanities and social sciences, california institute of technology, pasadena, ca, usa","Division of Humanities and Social Sciences, California Institute of Technology, Pasadena, CA, USA.",,,1,5,2024-05-24,2024-05-24
"name:experimental psychology, helmholtz institute & social, health and organizational psychology, utrecht university, utrecht, the netherlands","Experimental Psychology, Helmholtz Institute & Social, Health and Organizational Psychology, Utrecht University, Utrecht, the Netherlands.",,,1,1,2025-01-06,2025-01-06
"name:experimental psychology, helmholtz institute, utrecht university, utrecht, the netherlands","Experimental Psychology, Helmholtz Institute, Utrecht University, Utrecht, the Netherlands.",,,1,2,2025-01-06,2025-01-06
"name:eye information laboratory, it university of copenhagen, copenhagen, denmark","Eye Information Laboratory, IT University of Copenhagen, Copenhagen, Denmark.",,,1,1,2025-01-06,2025-01-06
"name:fachgebiet fur statistische methoden in den sozialwissenschaften, technische universitat dortmund","Fachgebiet fur Statistische Methoden in den Sozialwissenschaften, Technische Universitat Dortmund.",,,1,2,2025-12-04,2025-12-04
"name:faculty of social data science, hitotsubashi university, tokyo, japan","Faculty of Social Data Science, Hitotsubashi University, Tokyo, Japan.",,,1,1,2026-03-05,2026-03-05
"name:free university berlin, berlin, de","Free University Berlin, Berlin, DE.",,,1,1,2021-08-12,2021-08-12
"name:google deepmind, berlin, germany","Google DeepMind, Berlin, Germany.",,,1,2,2025-11-12,2025-11-12
"name:googledeepmind, san francisco, ca, usa","GoogleDeepMind, San Francisco, CA, USA.",,,1,2,2025-11-12,2025-11-12
"name:graduate institute of brain and mind sciences, college of medicine, national taiwan university, taipei 10051, taiwan","Graduate Institute of Brain and Mind Sciences, College of Medicine, National Taiwan University, Taipei 10051, Taiwan.",,,1,2,2021-10-28,2021-10-28
"name:graduate school of the humanities, senshu university, kawasaki, japan","Graduate School of the Humanities, Senshu University, Kawasaki, Japan.",,,1,2,2026-03-05,2026-03-05
"name:graduation school of letters, kyoto university, kyoto 6068501, japan","Graduation School of Letters, Kyoto University, Kyoto 6068501, Japan.",,,1,3,2025-03-11,2025-03-11
"name:hector institute for education sciences & psychology, university of tübingen, europastraße 6, 72072, tübingen, germany","Hector Institute for Education Sciences & Psychology, University of Tübingen, Europastraße 6, 72072, Tübingen, Germany.",,,1,1,2022-10-27,2023-09-06
"name:hitotsubashi institute for advanced study, hitotsubashi university, tokyo, japan","Hitotsubashi Institute for Advanced Study, Hitotsubashi University, Tokyo, Japan.",,,1,1,2026-03-05,2026-03-05
"name:humboldt-universität zu berlin, berlin school of mind and brain, berlin, germany","Humboldt-Universität zu Berlin, Berlin School of Mind and Brain, Berlin, Germany",,,1,3,2024-04-28,2024-04-28
"name:humboldt-universität zu berlin, faculty of life sciences, department of psychology, unter den linden 6, 10099 berlin, germany","Humboldt-Universität zu Berlin, Faculty of Life Sciences, Department of Psychology, Unter den Linden 6, 10099 Berlin, Germany",,,1,2,2022-10-27,2023-09-06
"name:humboldt-universität zu berlin, faculty of life sciences, department of psychology, unter den linden 6, 10099, berlin, germany","Humboldt-Universität zu Berlin, Faculty of Life Sciences, Department of Psychology, Unter den Linden 6, 10099, Berlin, Germany.",,,1,1,2022-10-27,2023-09-06
"name:institute of human sciences, university of oxford, oxford, uk","Institute of Human Sciences, University of Oxford, Oxford, UK.",,,1,1,2022-05-26,2023-01-13
"name:institute of human sciences, university of oxford, uk","Institute of Human Sciences, University of Oxford, UK",,,1,1,2022-05-26,2023-01-13
"name:institute of mind and biology, neuroscience institute, the university of chicago, chicago, illinois, united states of america","Institute of Mind and Biology, Neuroscience Institute, The University of Chicago, Chicago, Illinois, United States of America.",,,1,2,2025-04-11,2025-04-11
"name:institute of psychology, russian state university for humanities, moscow, russia","Institute of Psychology, Russian State University for Humanities, Moscow, Russia.",,,1,1,2020-08-31,2020-08-31
"name:institute of psychology, university of graz, graz, austria","Institute of Psychology, University of Graz, Graz, Austria.",,,1,2,2026-02-10,2026-02-10
"name:institute of psychology, universität hamburg, hamburg, germany","Institute of Psychology, Universität Hamburg, Hamburg, Germany",,,1,2,2024-04-28,2024-04-28
"name:inter-university laboratory of human movement biology, univ lyon, university claude bernard lyon 1, villeurbanne, france","Inter-University Laboratory of Human Movement Biology, Univ Lyon, University Claude Bernard Lyon 1, Villeurbanne, France.",,,1,1,2024-10-22,2024-10-22
"name:international laboratory for brain, music and sound research (brams), montreal, qc, canada","International Laboratory for Brain, Music and Sound Research (BRAMS), Montreal, QC, Canada.",,,1,1,2024-10-22,2024-10-22
"name:japan society for the promotion of science, tokyo 1020083, japan","Japan Society for the Promotion of Science, Tokyo 1020083, Japan.",,,1,1,2025-03-11,2025-03-11
"name:ku phonetics and psycholinguistics lab, department of linguistics, university of kansas, lawrence, ks usa","KU Phonetics and Psycholinguistics Lab, Department of Linguistics, University of Kansas, Lawrence, KS USA.",,,1,2,2023-01-28,2023-01-28
"name:laboratory of social and decision neuroscience, school of psychology, korea university, seoul, republic of korea","Laboratory of Social and Decision Neuroscience, School of Psychology, Korea University, Seoul, Republic of Korea.",,,1,3,2024-09-09,2024-09-09
"name:lane medical library, stanford university, stanford, ca, united states of america","Lane Medical Library, Stanford University, Stanford, CA, United States of America.",,,1,1,2021-05-21,2021-05-21
"name:language and brain lab, department of linguistics, simon fraser university, burnaby, bc canada","Language and Brain Lab, Department of Linguistics, Simon Fraser University, Burnaby, BC Canada.",,,1,3,2023-01-28,2023-01-28
"name:lund university humanities lab, lund university, lund, sweden","Lund University Humanities Lab, Lund University, Lund, Sweden.",,,1,1,2025-01-06,2025-01-06
"name:machine learning group, technische universität berlin, berlin, germany","Machine Learning Group, Technische Universität Berlin, Berlin, Germany.",,,1,1,2025-11-12,2025-11-12
"name:marketing area, insead, fontainebleau, france","Marketing Area, INSEAD, Fontainebleau, France.",,,1,1,2022-07-26,2022-07-26
"name:max planck institute for human development, berlin, germany","Max Planck Institute for Human Development, Berlin, Germany.",,,1,2,2025-11-12,2025-11-12
"name:max planck institute for psycholinguistics, nijmegen, nl","Max Planck Institute for Psycholinguistics, Nijmegen, NL.",,,1,1,2021-08-12,2021-08-12
"name:max planck research group neurocode, max planck institute for human development, berlin, germany","Max Planck Research Group NeuroCode, Max Planck Institute for Human Development, Berlin, Germany",,,1,3,2024-04-28,2024-04-28
"name:max planck university college london centre for computational psychiatry and ageing research, london wc1b 5eh, uk","Max Planck University College London Centre for Computational Psychiatry and Ageing Research, London WC1B 5EH, UK.",,,1,1,2018-12-01,2018-12-01
"name:medical image, analysis research group, school of computing science, simon fraser university, burnaby, bc canada","Medical Image, Analysis Research Group, School of Computing Science, Simon Fraser University, Burnaby, BC Canada.",,,1,1,2023-01-28,2023-01-28
"name:most joint research center for ai technology and all vista healthcare, taipei 10617, taiwan","MOST Joint Research Center for AI Technology and All Vista Healthcare, Taipei 10617, Taiwan.",,,1,1,2021-10-28,2021-10-28
"name:national institute of neuroscience, national center of neurology and psychiatry, tokyo, japan","National Institute of Neuroscience, National Center of Neurology and Psychiatry, Tokyo, Japan.",,,1,1,2026-03-05,2026-03-05
"name:necat hepkon faculty of sport sciences, dokuz eylul university, izmir, turkey","Necat Hepkon Faculty of Sport Sciences, Dokuz Eylul University, Izmir, Turkey.",,,1,2,2025-03-07,2025-03-07
"name:neurobiology and cognitive science center, national taiwan university, taipei 10617, taiwan","Neurobiology and Cognitive Science Center, National Taiwan University, Taipei 10617, Taiwan.",,,1,4,2021-10-28,2021-10-28
"name:neuroscience graduate program, university of california, san diego, la jolla, ca, usa","Neuroscience Graduate Program, University of California, San Diego, La Jolla, CA, USA.",,,1,1,2026-04-01,2026-04-01
"name:neuroscience institute, the university of chicago, chicago, illinois, united states of america","Neuroscience Institute, The University of Chicago, Chicago, Illinois, United States of America.",,,1,2,2025-04-11,2025-04-11
"name:neuroscience research australia, randwick, nsw, australia","Neuroscience Research Australia, Randwick, NSW, Australia.",,,1,1,2023-01-26,2023-01-26
"name:ntnu speech lab, department of psychology, norwegian university of science and technology, trondheim, norway","NTNU Speech Lab, Department of Psychology, Norwegian University of Science and Technology, Trondheim, Norway.",,,1,1,2023-01-28,2023-01-28
"name:princeton neuroscience institute, princeton university","Princeton Neuroscience Institute, Princeton University.",,,1,1,2025-12-30,2025-12-30
"name:psycholinguistics and applied language studies and sfb 833, english department, university of tübingen, tübingen, germany","Psycholinguistics and Applied Language Studies and SFB 833, English Department, University of Tübingen, Tübingen, Germany.",,,1,1,2021-04-15,2021-04-15
"name:psychology department, kpu, university of edinburgh, edinburgh, united kingdom","Psychology Department, KPU, University of Edinburgh, Edinburgh, United Kingdom.",,,1,1,2020-08-31,2020-08-31
"name:psychology department, university of milano-bicocca, milan, italy","Psychology Department, University of Milano-Bicocca, Milan, Italy.",,,1,1,2024-10-22,2024-10-22
"name:psychology department, university of montreal, montreal, qc, canada","Psychology Department, University of Montreal, Montreal, QC, Canada.",,,1,1,2024-10-22,2024-10-22
"name:psychology, university of cincinnati, usa","Psychology, University of Cincinnati, USA.",,,1,4,2021-08-01,2021-08-01
"name:research group degenerative and chronic diseases, movement, faculty of health sciences, university of potsdam, potsdam, germany","Research Group Degenerative and Chronic Diseases, Movement, Faculty of Health Sciences, University of Potsdam, Potsdam, Germany.",,,1,4,2025-03-07,2025-03-07
"name:school of anthropology and conservation, university of kent, canterbury, uk","School of Anthropology and Conservation, University of Kent, Canterbury, UK.",,,1,1,2022-05-26,2023-01-13
"name:school of anthropology and conservation, university of kent, uk","School of Anthropology and Conservation, University of Kent, UK",,,1,1,2022-05-26,2023-01-13
"name:school of human sciences, senshu university, kawasaki, japan","School of Human Sciences, Senshu University, Kawasaki, Japan.",,,1,1,2026-03-05,2026-03-05
"name:school of human sciences, waseda university, tokorozawa 3591192, japan","School of Human Sciences, Waseda University, Tokorozawa 3591192, Japan.",,,1,1,2025-03-11,2025-03-11
"name:school of psychological sciences, faculty of medicine, nursing and health science, monash university, victoria 3800, australia","School of Psychological Sciences, Faculty of Medicine, Nursing and Health Science, Monash University, Victoria 3800, Australia.",,,1,2,2025-03-11,2025-03-11
"name:school of psychology and institute of neuroscience, trinity college dublin, dublin, ireland","School of Psychology and Institute of Neuroscience, Trinity College Dublin, Dublin, Ireland.",,,1,3,2025-11-05,2026-02-21
"name:school of psychology, georgia institute of technology, atlanta, ga, united states","School of Psychology, Georgia Institute of Technology, Atlanta, GA, United States.",,,1,2,2021-09-01,2021-09-01
"name:school of psychology, the university of sydney, camperdown, nsw, australia","School of Psychology, The University of Sydney, Camperdown, NSW, Australia.",,,1,2,2023-01-26,2023-01-26
"name:school of psychology, the university of sydney, sydney, nsw, australia","School of Psychology, The University of Sydney, Sydney, NSW, Australia.",,,1,2,2025-06-04,2025-06-04
"name:science of consciousness research group, dipartimento di psicologia generale, università di padova, padova, italy","Science of Consciousness Research Group, Dipartimento di Psicologia Generale, Università di Padova, Padova, Italy.",,,1,1,2020-08-31,2020-08-31
"name:sfb 833, university of tübingen, tübingen, germany","SFB 833, University of Tübingen, Tübingen, Germany.",,,1,1,2021-04-15,2021-04-15
"name:skidmore college, saratoga springs, usa","Skidmore College, Saratoga Springs, USA.",,,1,1,2023-11-06,2023-11-06
"name:state key laboratory of brain and cognitive science, university of hong kong, pok fu lam, hong kong","State Key Laboratory of Brain and Cognitive Science, University of Hong Kong, Pok Fu Lam, Hong Kong.",,,1,1,2020-12-21,2020-12-21
name:suny neuroscience research institute,SUNY Neuroscience Research Institute.,,,1,2,2023-05-19,2023-05-19
"name:sussex neuroscience, school of life sciences, university of sussex, brighton bn1 9qg, united kingdom","Sussex Neuroscience, School of Life Sciences, University of Sussex, Brighton BN1 9QG, United Kingdom.",,,1,1,2023-05-19,2023-05-19
"name:the state key laboratory of brain and cognitive sciences, university of hong kong, hong kong, hong kong","The State Key Laboratory of Brain and Cognitive Sciences, University of Hong Kong, Hong Kong, Hong Kong.",,,1,1,2018-12-04,2018-12-04
"name:tobii ab, danderyd, sweden","Tobii AB, Danderyd, Sweden.",,,1,1,2025-01-06,2025-01-06
name:toulouse mathematics institute,Toulouse Mathematics Institute,,FR,1,1,2022-12-07,2023-08-21
"name:trend in africa, brighton, united kingdom","TReND in Africa, Brighton, United Kingdom.",,,1,1,2023-05-19,2023-05-19
"name:tud dresden university of technology, dresden, germany","TUD Dresden University of Technology, Dresden, Germany.",,,1,1,2025-11-12,2025-11-12
"name:turner institute for brain and mental health, faculty of medicine, nursing and health science, monash university, victoria 3800, australia","Turner Institute for Brain and Mental Health, Faculty of Medicine, Nursing and Health Science, Monash University, Victoria 3800, Australia.",,,1,2,2025-03-11,2025-03-11
"name:university libraries, carnegie mellon university, pittsburgh, pa, united states of america","University Libraries, Carnegie Mellon University, Pittsburgh, PA, United States of America.",,,1,1,2021-05-21,2021-05-21
"name:university of southampton, southampton, uk","University of Southampton, Southampton, UK.",,,1,2,2025-01-13,2025-01-13
"name:university of sydney, sydney, australia","University of Sydney, Sydney, Australia.",,,1,5,2026-02-07,2026-02-07
"name:université grenoble alpes, université savoie mont blanc, cnrs, lpnc, 38000 grenoble, france","Université Grenoble Alpes, Université Savoie Mont Blanc, CNRS, LPNC, 38000 Grenoble, France",,,1,2,2022-10-27,2023-09-06
"name:victoria university of wellington, wellington, new zealand","Victoria University of Wellington, Wellington, New Zealand.",,,1,1,2025-01-13,2025-01-13
"name:wellcome centre for human neuroimaging, university college london, london wc1n 3bg, uk","Wellcome Centre for Human Neuroimaging, University College London, London WC1N 3BG, UK",,,1,3,2018-12-01,2018-12-01
"name:wisconsin institute for discovery, university of wisconsin-madison","Wisconsin Institute for Discovery, University of Wisconsin-Madison.",,,1,3,2026-06-01,2026-06-01
"name:yale university, new haven, ct 06520, usa","Yale University, New Haven, CT 06520, USA.",,,1,3,2023-08-15,2023-08-15
ror:00013q465,Pontificia Universidad Católica del Perú,00013q465,PE,1,1,2024-12-12,2024-12-12
ror:0009eec40,Laboratoire de Linguistique de Nantes,0009eec40,,1,1,2020-08-03,2020-09-02
ror:000pvc513,Institut de Chimie de Nice,000pvc513,FR,1,1,2026-02-18,2026-02-18
ror:000rgm762,VA Connecticut Healthcare System,000rgm762,US,1,1,2020-09-16,2020-09-16
ror:000t0f062,Education University of Hong Kong,000t0f062,HK,1,1,2024-07-03,2024-07-03
ror:000ymgt65,University of Music and Performing Arts Vienna,000ymgt65,AT,1,1,2026-05-29,2026-05-29
ror:000zamq06,Franklin W. Olin College of Engineering,000zamq06,US,1,1,2026-03-09,2026-03-09
ror:0015qa126,International Centre for Theoretical Sciences,0015qa126,IN,1,1,2026-06-11,2026-06-11
ror:001p3jz28,"Birla Institute of Technology and Science, Pilani",001p3jz28,IN,1,1,2022-07-11,2022-07-11
ror:001skmk61,Drake University,001skmk61,US,1,1,2023-04-03,2023-04-03
ror:001vjqx13,MSB Medical School Berlin,001vjqx13,DE,1,2,2021-02-09,2021-11-19
ror:0027wax95,Cal Humanities,0027wax95,US,1,1,2022-12-03,2022-12-03
ror:002pd6e78,Massachusetts General Hospital,002pd6e78,US,1,1,2024-01-01,2024-03-07
ror:002t25c44,Université Paris 1 Panthéon-Sorbonne,002t25c44,FR,1,1,2026-01-28,2026-01-28
ror:0030zas98,Hong Kong Polytechnic University,0030zas98,HK,1,1,2026-07-01,2026-07-01
ror:0031wrj91,European University Institute,0031wrj91,IT,1,1,2023-12-20,2023-12-20
ror:00340yn33,Keele University,00340yn33,GB,1,1,2023-02-17,2023-02-17
ror:0036rpn28,Michigan Technological University,0036rpn28,US,1,1,2019-09-17,2019-09-17
ror:00390t168,College of Charleston,00390t168,US,1,2,2021-03-03,2021-03-03
ror:003g6b432,Bernstein Center for Computational Neuroscience Göttingen,003g6b432,DE,1,2,2025-06-06,2025-06-06
ror:003jsdw96,Macedonian Academy of Sciences and Arts,003jsdw96,MK,1,1,2025-06-17,2025-07-01
ror:00412ts95,Children's Hospital of Los Angeles,00412ts95,US,1,1,2024-10-28,2024-10-28
ror:004gchq58,Cooperative Trials Group for Neuro-Oncology,004gchq58,AU,1,1,2024-02-06,2024-02-06
ror:0056pyw12,Shanghai University of Sport,0056pyw12,CN,1,1,2022-10-20,2022-10-20
ror:005bvs909,The Royal Melbourne Hospital,005bvs909,AU,1,6,2023-03-20,2023-03-20
ror:005dvqh91,NYU Langone Health,005dvqh91,US,1,1,2023-04-19,2023-04-19
ror:0062dz060,Norwich Research Park,0062dz060,GB,1,3,2026-05-11,2026-05-11
ror:0064kty71,Sun Yat-sen University,0064kty71,CN,1,1,2025-12-23,2025-12-23
ror:00675rp98,Centre National pour la Recherche Scientifique et Technique (CNRST),00675rp98,MA,1,1,2022-05-20,2023-01-12
ror:006jxzx88,Bond University,006jxzx88,AU,1,1,2025-01-23,2025-01-23
ror:006shqv80,Centre d'Économie de la Sorbonne,006shqv80,FR,1,1,2020-04-28,2021-07-30
ror:006x48140,Istituto di Ricovero e Cura a Carattere Scientifico San Raffaele,006x48140,,1,1,2024-05-03,2024-05-03
ror:00708jp83,International Hellenic University,00708jp83,GR,1,4,2023-01-01,2023-01-01
ror:007hrfm61,Laboratoire de Psychologie des Pays de la Loire,007hrfm61,FR,1,1,2026-04-01,2026-04-01
ror:007tn5k56,Seton Hall University,007tn5k56,US,1,1,2019-09-17,2019-09-17
ror:0083rgp58,Neurotech (United States),0083rgp58,US,1,3,2025-12-26,2025-12-26
ror:008754496,Ryutsu Keizai University,008754496,JP,1,4,2023-09-20,2023-09-20
ror:008cjy335,Scientific Research Institute of Experimental and Clinical Medicine,008cjy335,RU,1,3,2023-01-01,2023-01-01
ror:008qp6e21,Rehabilitation Research and Development Service,008qp6e21,US,1,1,2020-10-09,2021-06-01
ror:008rywf59,Centre d'Écologie Fonctionnelle et Évolutive,008rywf59,FR,1,2,2023-09-29,2023-09-29
ror:008s83205,University of Alabama at Birmingham,008s83205,US,1,1,2026-01-09,2026-01-09
ror:008zs3103,Rice University,008zs3103,US,1,1,2020-08-09,2021-04-14
ror:00965ax52,Kyoto Institute of Technology,00965ax52,JP,1,2,2024-03-22,2024-03-22
ror:009nfym65,Post Graduate Institute of Medical Education and Research,009nfym65,IN,1,4,2025-11-03,2025-11-03
ror:00a0jsq62,London School of Hygiene & Tropical Medicine,00a0jsq62,GB,1,1,2021-03-31,2021-03-31
ror:00a6ram87,Reed College,00a6ram87,US,1,1,2022-10-11,2024-04-25
ror:00adh9b73,National Institute of Diabetes and Digestive and Kidney Diseases,00adh9b73,US,1,1,2017-10-11,2017-10-11
ror:00akavp61,Reading Museum,00akavp61,GB,1,1,2025-03-21,2025-03-21
ror:00amea583,Alexander College,00amea583,CY,1,1,2026-01-06,2026-01-06
ror:00at2pp81,Gender Studies,00at2pp81,CZ,1,1,2024-03-30,2024-03-30
ror:00ayy7n17,Aston Particle Technologies (United Kingdom),00ayy7n17,GB,1,4,2024-01-01,2024-03-08
ror:00baskk38,Institute for Biomedical Engineering,00baskk38,CH,1,1,2022-03-04,2022-11-23
ror:00bmj0a71,University of Greenwich,00bmj0a71,GB,1,1,2020-05-29,2020-11-16
ror:00brr5r54,Rothman Orthopaedics,00brr5r54,US,1,1,2021-08-23,2021-08-23
ror:00bx6dj65,Hosei University,00bx6dj65,JP,1,2,2025-01-01,2025-01-01
ror:00c099g34,First People's Hospital of Yunnan Province,00c099g34,CN,1,1,2025-12-25,2025-12-25
ror:00c32gy34,Universidad de Sonora,00c32gy34,MX,1,1,2025-06-17,2025-07-01
ror:00cyydd11,University of Eastern Finland,00cyydd11,FI,1,1,2024-02-21,2024-05-09
ror:00d0v0049,Max Planck Innovation,00d0v0049,DE,1,1,2024-07-19,2025-10-10
ror:00d80zx46,Chang Gung University,00d80zx46,TW,1,1,2019-09-12,2019-09-12
ror:00dh5gw98,Ministry of Education,00dh5gw98,RO,1,1,2026-02-27,2026-02-27
ror:00djv2c17,Indian Institute of Science Education and Research Kolkata,00djv2c17,IN,1,1,2025-01-01,2025-01-01
ror:00dn4t376,Brunel University of London,00dn4t376,GB,1,1,2020-04-11,2022-07-18
ror:00edvg943,Hochschule Bielefeld,00edvg943,DE,1,1,2025-02-28,2025-02-28
ror:00egdv862,Hongik University,00egdv862,KR,1,1,2025-12-13,2025-12-13
ror:00f2yqf98,Medizinische Hochschule Hannover,00f2yqf98,DE,1,1,2025-06-06,2025-06-06
ror:00f7hpc57,Friedrich-Alexander-Universität Erlangen-Nürnberg,00f7hpc57,DE,1,1,2022-08-10,2022-08-10
ror:00fc1qt65,Bucknell University,00fc1qt65,US,1,1,2024-02-12,2024-02-12
ror:00g2xk477,Hunter College,00g2xk477,US,1,1,2021-04-26,2021-04-26
ror:00ggpsq73,Otto-von-Guericke-Universität Magdeburg,00ggpsq73,DE,1,4,2023-01-06,2023-01-06
ror:00gw6fh23,Klinikum Hanau,00gw6fh23,DE,1,2,2024-04-30,2025-01-20
ror:00hpz7z43,New Mexico State University,00hpz7z43,US,1,1,2023-12-07,2023-12-07
ror:00hswnk62,Queen's University Belfast,00hswnk62,GB,1,1,2024-07-09,2024-07-09
ror:00j2a7k55,Jiaxing University,00j2a7k55,CN,1,1,2022-07-14,2022-07-14
ror:00jdr0662,Beijing Foreign Studies University,00jdr0662,CN,1,1,2025-06-17,2025-07-01
ror:00jzwgz36,Koç University,00jzwgz36,TR,1,2,2023-01-31,2023-01-31
ror:00k6bf447,Clifford Chance,00k6bf447,GB,1,1,2023-10-26,2023-10-26
ror:00kcd6x60,Tohoku University Hospital,00kcd6x60,JP,1,6,2023-07-18,2023-07-18
ror:00km4z122,Royal Commission for Jubail and Yanbu,00km4z122,SA,1,1,2025-06-17,2025-07-01
ror:00ks66431,University of Surrey,00ks66431,GB,1,1,2024-02-21,2024-05-09
ror:00kwm3d29,Centro Científico Tecnológico - San Juan,00kwm3d29,AR,1,5,2025-03-30,2025-03-30
ror:00mxe0976,Toronto Rehabilitation Institute,00mxe0976,CA,1,1,2025-02-07,2025-02-07
ror:00nz0j151,Open Geospatial Consortium,00nz0j151,GB,1,1,2026-04-08,2026-04-08
ror:00p2hg467,Institute of Human Sciences,00p2hg467,AT,1,3,2023-06-09,2023-06-09
ror:00p9vpz11,Universidade Federal da Paraíba,00p9vpz11,BR,1,2,2024-12-31,2024-12-31
ror:00pnhhv55,Jamia Millia Islamia,00pnhhv55,IN,1,1,2023-01-01,2023-01-01
ror:00q1fsf04,University Medical Center of the Johannes Gutenberg University Mainz,00q1fsf04,DE,1,1,2022-08-13,2022-08-13
ror:00qa31321,The Ohio State University at Lima,00qa31321,US,1,1,2019-09-17,2019-09-17
ror:00qsyw664,Istanbul Aydın University,00qsyw664,TR,1,1,2024-09-14,2024-09-14
ror:00r4sry34,Murdoch University,00r4sry34,AU,1,1,2025-06-17,2025-07-01
ror:00r9w3j27,National Center for Global Health and Medicine,00r9w3j27,JP,1,1,2025-07-26,2025-07-26
ror:00rbjv475,Netherlands eScience Center,00rbjv475,NL,1,1,2024-04-02,2024-05-01
ror:00rxpqe74,Providence College,00rxpqe74,US,1,1,2019-08-14,2019-08-14
ror:00sc9n023,Yunnan Normal University,00sc9n023,CN,1,6,2025-09-18,2025-09-18
